id,catalogue_page_title,catalogue_name,permutation_summary,ordering_code,product_type,product_description,stauff_groups,din_groups,thread_code,thread,size_d1,modifier,material_code,material_description,notes,imported_at
42,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-5S-M-W2,SPAL-DUEB,Elongated Weld Plate for Single Clamps,5S,3,M,M10,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
43,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-5S-M-W3,SPAL-DUEB,Elongated Weld Plate for Single Clamps,5S,3,M,M10,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
44,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-5S-M-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,5S,3,M,M10,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
45,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-5S-M-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,5S,3,M,M10,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
46,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-5S-U-W1,SPAL-DUEB,Elongated Weld Plate for Single Clamps,5S,3,U,3/8–16 UNC,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
47,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-5S-U-W2,SPAL-DUEB,Elongated Weld Plate for Single Clamps,5S,3,U,3/8–16 UNC,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
48,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-5S-U-W3,SPAL-DUEB,Elongated Weld Plate for Single Clamps,5S,3,U,3/8–16 UNC,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
49,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-5S-U-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,5S,3,U,3/8–16 UNC,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
50,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-5S-U-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,5S,3,U,3/8–16 UNC,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
51,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-M-W1,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,M,M10,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
52,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-M-W2,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,M,M10,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
53,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-M-W3,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,M,M10,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
54,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-M-W4,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,M,M10,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
55,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-M-W5,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,M,M10,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
56,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-U-W1,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,U,3/8–16 UNC,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
57,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-U-W2,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,U,3/8–16 UNC,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
58,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-U-W3,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,U,3/8–16 UNC,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
59,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-U-W4,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,U,3/8–16 UNC,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
60,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-5S-U-W5,SPAS-DUEB,Elongated Weld Plate for Double Clamps,5S,3,U,3/8–16 UNC,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
61,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-M-W1,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,M,M12,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
62,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-M-W2,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,M,M12,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
63,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-M-W3,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,M,M12,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
64,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-M-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,M,M12,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
65,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-M-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,M,M12,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
66,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-U-W1,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,U,7/16–14 UNC,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
67,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-U-W2,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,U,7/16–14 UNC,—,—,W2,"Carbon Steel, phosphated",,2026-06-01T13:54:04.983780+00:00
68,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-U-W3,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,U,7/16–14 UNC,—,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
69,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-U-W4,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,U,7/16–14 UNC,—,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
70,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAL-DUEB-6S-U-W5,SPAL-DUEB,Elongated Weld Plate for Single Clamps,6S,4,U,7/16–14 UNC,—,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
71,STAUFF Catalogue – Page 45,"Elongated Weld Plates (SPAL-DUEB, SPAS-DUEB) — Heavy Series (DIN 3015, Part 2)",200 ordering-code permutations,SPAS-DUEB-6S-M-W1,SPAS-DUEB,Elongated Weld Plate for Double Clamps,6S,4,M,M12,—,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
